"SamplingEvent_id","year","month","day","Longitude","Latitude"
"S11046459",2012,6,26,-96.2865286,49.8675799
"S12150168",2012,6,17,-96.3620682,49.5637894
"S12149706",2012,6,15,-96.2988205,49.928833
"S12149541",2012,6,15,-96.2917175,49.9496536
"S12149526",2012,6,15,-96.291626,49.9420662
"S12149850",2012,6,17,-96.2374497,49.613842
"S12150255",2012,6,17,-96.3603363,49.5593147
"S10994366",2012,6,17,-96.2464763,49.6486679
"S11216987",2012,6,23,-96.2610092,49.4239845
"S11216988",2012,6,23,-96.2652283,49.4277725
"S11216929",2012,6,17,-96.2076187,50.5202293
"S11216966",2012,6,29,-96.0212402,49.870472
"S11216989",2012,6,23,-96.2487793,49.4138527
"S11217079",2012,6,29,-96.0568298,49.7921021
"S11216967",2012,6,29,-96.0059509,49.8781738
"S11216968",2012,6,29,-96.0663757,49.8530922
"S11216990",2012,6,23,-96.1940079,49.3879929
"S11216969",2012,6,29,-96.0490418,49.8276596
"S11216970",2012,6,29,-96.0034943,49.8705902
"S11216992",2012,6,23,-96.184082,49.4735489
"S11216971",2012,6,29,-96.0350342,49.8212814
"S11216972",2012,6,29,-96.0544968,49.8305512
"S11216994",2012,6,23,-96.2234573,49.4439507
"S11216995",2012,6,23,-95.9597168,49.2566147
"S11216974",2012,6,29,-96.0663452,49.8576164
"S11217066",2012,6,18,-96.3595062,49.8023443
"S11217076",2012,6,23,-96.0233852,49.2531746
"S11216975",2012,6,29,-96.02845,49.87043
"S11216998",2012,6,29,-95.9972076,49.8558617
"S11216999",2012,6,29,-95.9751358,49.8361092
"S11217000",2012,6,29,-95.9378433,49.797081
"S11216978",2012,6,29,-95.9751205,49.8316116
"S11217001",2012,6,29,-95.9751587,49.8405953
"S11217307",2012,6,17,-96.4836502,50.6651314
"S11216957",2012,6,23,-95.9651108,49.2595711
"S11217077",2012,6,27,-96.3643839,49.7124954
"S11217078",2012,6,29,-96.0819221,49.7956822
"S11018028",2012,6,21,-96.2865286,49.8675799
"S11007297",2012,6,19,-96.2464763,49.6486679
"S12705530",2012,6,30,-95.561142,49.5104977
"S11122892",2012,6,27,-95.2659074,49.192932
"S11122914",2012,6,27,-95.3895062,49.429544
"S11290929",2012,7,28,-96.023669,49.5158912
"S11290931",2012,7,28,-95.9910339,49.520199
"S11290934",2012,7,28,-95.7622735,49.526107
"S11217007",2012,7,3,-96.2679443,49.7292213
"S11217082",2012,7,5,-96.1085983,49.3465245
"S11217009",2012,7,3,-96.2882767,49.7453079
"S11217083",2012,7,5,-96.0288899,49.3430005
"S11217085",2012,7,8,-96.0511857,49.7022855
"S11217080",2012,7,1,-96.0455699,49.6124671
"S11217081",2012,7,3,-96.3643839,49.7124954
"S11217004",2012,7,3,-96.2805328,49.7376442
"S11217006",2012,7,3,-96.3175812,49.7655411
"S12704953",2012,7,8,-96.3074179,49.2222378
"S11323764",2012,8,10,-96.2295495,49.4714145
"S11269734",2012,8,2,-95.97885,49.31127
"S11260245",2012,8,2,-95.97885,49.31127
"S15021759",2013,6,16,-96.4836502,50.6651314
"S15414103",2013,6,16,-95.9602976,49.1917882
"S15414003",2013,6,15,-95.830331,49.097115
"S16332908",2013,6,20,-95.561142,49.5104977
"S16332139",2013,6,20,-95.2638245,49.1610527
"S16332916",2013,6,20,-95.561142,49.5104977
"S16332920",2013,6,30,-95.561142,49.5104977
"S14582280",2013,6,29,-96.28786,49.65188
"S14582290",2013,6,29,-96.27101,49.64934
"S14582302",2013,6,29,-96.26336,49.70435
"S14582304",2013,6,29,-96.27,49.70331
"S14524201",2013,6,28,-95.954789,49.075836
"S14921113",2013,6,21,-96.1337509,49.5247192
"S14921114",2013,6,21,-96.2101898,49.4864082
"S14921164",2013,6,29,-95.9203033,49.7381477
"S14921115",2013,6,21,-96.1451874,49.4429359
"S14921116",2013,6,21,-96.2275848,49.4989281
"S14921118",2013,6,21,-96.2361755,49.4778404
"S14921119",2013,6,21,-96.2292252,49.471817
"S14921076",2013,6,16,-96.4413986,50.6171379
"S14921077",2013,6,16,-96.3940964,50.6162872
"S14921098",2013,6,21,-96.2610092,49.4239845
"S14921079",2013,6,16,-96.4081421,50.6148186
"S14921151",2013,6,29,-96.108696,50.0320625
"S14921081",2013,6,16,-96.4524918,50.620636
"S14921102",2013,6,21,-96.3746567,49.3650856
"S14921176",2013,6,29,-95.9071121,49.818882
"S14921156",2013,6,29,-96.1086655,50.0423508
"S14921157",2013,6,29,-96.108696,50.0367317
"S14921106",2013,6,21,-96.2159348,49.3997498
"S14921108",2013,6,21,-96.1316147,49.4216003
"S14921159",2013,6,29,-96.1088867,49.9877892
"S14921109",2013,6,21,-96.155838,49.3998261
"S14921110",2013,6,21,-96.1768494,49.3997917
"S14921161",2013,6,29,-95.9296265,49.6935959
"S14921112",2013,6,21,-96.1262589,49.4101868
"S15216189",2013,6,29,-96.28786,49.65188
"S15216190",2013,6,29,-96.27101,49.64934
"S15216192",2013,6,29,-96.26336,49.70435
"S15216193",2013,6,29,-96.27,49.70331
"S15447885",2013,6,19,-95.9602976,49.1917882
"S14610997",2013,7,8,-96.6692162,49.1147302
"S16898439",2013,7,27,-96.3595062,49.8023443
"S14553914",2013,7,1,-96.0658904,49.8683359
"S14834357",2013,7,27,-96.3595062,49.8023443
"S16294717",2013,7,6,-96.3074179,49.2222378
"S16312723",2013,7,21,-95.8325386,50.0269316
"S16312853",2013,7,21,-95.8325386,50.0269316
"S14642810",2013,7,14,-95.49587,50.03935
"S14837180",2013,7,27,-96.3595062,49.8023443
"S14921186",2013,7,8,-96.6710358,49.1121941
"S14921198",2013,7,3,-96.393143,49.1733654
"S14921199",2013,7,10,-95.9234938,49.8855082
"S14921178",2013,7,1,-95.9156418,49.6351318
"S14921179",2013,7,1,-95.9524994,49.6450005
"S14921180",2013,7,1,-95.929596,49.6308212
"S14939787",2013,8,1,-96.5249057,49.2105971
"S14836533",2013,8,1,-96.5249057,49.2105971
"S18818359",2014,6,17,-96.0688301,49.6610028
"S19005859",2014,6,17,-96.0628128,49.6619072
"S19005948",2014,6,21,-96.3246648,50.4312373
"S19005860",2014,6,17,-96.0559387,49.6614533
"S19005861",2014,6,17,-96.0529862,49.6573753
"S19005862",2014,6,17,-96.0336609,49.659977
"S19005863",2014,6,17,-96.0069122,49.6554833
"S19005864",2014,6,17,-96.0031357,49.6517143
"S19005980",2014,6,17,-95.7690578,49.6194172
"S19005865",2014,6,17,-96.040741,49.6604385
"S19005866",2014,6,17,-96.0476685,49.6609001
"S19005676",2014,6,17,-96.086998,49.6646957
"S19005677",2014,6,17,-96.0283966,49.6545334
"S19005678",2014,6,17,-96.0253906,49.6588364
"S19005947",2014,6,18,-96.329718,50.3414007
"S19110200",2014,6,21,-96.4836502,50.6651314
"S19005665",2014,7,4,-96.5211945,50.7158623
"S19005673",2014,7,4,-96.5251312,50.7081184
"S19005659",2014,7,4,-96.5280457,50.7144585
"S19005662",2014,7,4,-96.5243149,50.7104416
"S19156034",2014,7,19,-96.1483955,49.2244969
"S19302507",2014,7,31,-96.0662985,49.8379697
"S19046086",2014,7,4,-96.0926696,49.6908861
"S19477533",2014,7,22,-95.4924435,49.6257073
"S19477508",2014,7,20,-95.4653284,49.0865094
"S19477509",2014,7,20,-95.3369406,49.2691099
"S19477511",2014,7,21,-95.3411986,49.3589861
"S19063074",2014,7,10,-95.7343306,50.1676124
"S19123143",2014,7,16,-95.97682,50.2723111
"S19209282",2014,7,22,-96.0629082,50.4978732
"S19209336",2014,7,22,-96.3246648,50.4312373
"S19209454",2014,7,23,-95.4899025,49.2682011
"S19349106",2014,8,4,-95.4176706,49.454759
"S19349105",2014,8,4,-95.7538873,49.3498852
"S19382093",2014,8,9,-95.8215523,49.9772292
"S19320820",2014,8,3,-96.2346377,50.1763188
"S19315792",2014,8,2,-95.2356072,49.0116282
"S19333373",2014,8,4,-95.641508,49.3707996
"S19421351",2014,8,11,-96.2213516,49.5103862
"S5167801",2009,7,10,-99.2573547,49.7848109
"S9568324",2011,7,26,-101.3001033,49.9090909
"S3765756",2003,8,1,-99.7233,50.65206
"S4775486",2005,7,4,-99.7233,50.65206
"S4665243",2007,6,21,-99.7233,50.65206
"S4481344",2008,7,3,-100.25608,50.97538
"S5525648",2009,6,28,-99.7233,50.65206
"S5167930",2009,7,5,-99.2079163,51.3940647
"S8723059",2010,6,20,-100.5900421,50.7723579
"S19010766",2010,6,20,-100.5900421,50.7723579
"S6929476",2010,6,27,-100.0469971,50.847573
"S7404143",2010,6,27,-100.0469971,50.847573
"S7464895",2010,7,12,-99.9865723,50.7885745
"S9531382",2011,6,28,-99.97155,50.7083339
"S8720464",2011,8,7,-100.4332553,51.2625698
"S8720064",2011,8,6,-100.7231427,51.3485901
"S11064889",2012,6,25,-99.5561018,50.7269075
"S11064963",2012,6,27,-99.8777952,50.6681919
"S11064929",2012,6,26,-100.4775801,50.872292
"S11323112",2012,8,10,-99.7233,50.65206
"S14528999",2013,6,24,-99.7233,50.65206
"S14527269",2013,6,24,-99.7233,50.65206
"S19010286",2014,6,22,-100.2775469,50.8147275
"S19348963",2014,6,22,-100.2775469,50.8147275
"S19349118",2014,7,28,-100.5827081,51.4404985
"S19349114",2014,7,27,-100.7197794,51.2587105
"S19349115",2014,7,27,-100.5765253,51.2607277
"S19349116",2014,7,28,-100.5796087,51.3506139
"S19056730",2014,7,6,-99.8494148,50.6609965
"S19056629",2014,7,6,-99.89645,50.6618127
"S8727316",2010,6,26,-100.6993866,50.8456154
"S19014655",2010,6,26,-100.6993866,50.8456154
"S8789192",2011,7,7,-97.1994722,49.6385413
"S10715355",2003,8,4,-96.5739441,50.4985786
"S11216984",2012,6,20,-96.6037598,50.2964897
"S14921142",2013,6,25,-96.5797806,50.4059029
"S14921120",2013,6,25,-96.5621338,50.3166008
"S14921129",2013,6,25,-96.5417862,50.311348
"S14921131",2013,6,25,-96.5370255,50.3777504
"S14921133",2013,6,25,-96.4979096,50.3855324
"S14921140",2013,6,25,-96.5747604,50.3985672
"S14921191",2013,7,25,-96.5747604,50.3985672
"S19073727",2014,7,11,-96.542588,50.409683
"S4763830",2005,7,2,-101.19627,53.9778972
"S4516516",2006,6,22,-101.0103607,53.770225
"S5216991",2009,8,2,-100.1481056,53.9346667
"S5218633",2009,8,3,-100.8826447,54.0438686
"S11212797",2012,6,24,-99.1581497,54.2518158
"S11212821",2012,6,16,-99.4756165,54.6112747
"S11220839",2012,6,15,-99.4005814,54.6124725
"S11221280",2012,6,15,-99.3434219,54.6293488
"S11221307",2012,6,15,-99.3657532,54.6256409
"S11220953",2012,6,15,-99.3508759,54.6281128
"S11220995",2012,6,24,-99.1340485,54.3215447
"S11220826",2012,6,15,-99.407135,54.606369
"S11221081",2012,6,24,-99.1474533,54.2827911
"S11221236",2012,6,24,-99.1401367,54.3039284
"S11220837",2012,6,15,-99.3359757,54.6305809
"S11211580",2012,6,24,-99.3061982,54.1477148
"S11211581",2012,6,24,-99.3068632,54.2375898
"S11211688",2012,6,15,-99.4717706,54.6078136
"S19012546",2012,6,24,-99.1581497,54.2518158
"S19011820",2012,6,16,-99.4756165,54.6112747
"S19012102",2013,6,27,-99.7771072,54.9269791
"S19014479",2013,6,27,-99.7714691,54.9300766
"S19011003",2013,6,26,-100.0025864,54.8763466
"S19011081",2013,6,26,-100.0289307,54.6204224
"S14939679",2013,6,26,-100.2380891,54.5911404
"S14939686",2013,6,27,-99.7790209,54.8645785
"S14939680",2013,6,26,-100.0833609,54.5926242
"S14939687",2013,6,27,-99.780758,54.9544357
"S14940203",2013,6,26,-100.0289307,54.6204224
"S14940207",2013,6,26,-100.0025864,54.8763466
"S14940192",2013,6,27,-99.7771072,54.9269791
"S14940194",2013,6,27,-99.7714691,54.9300766
"S14836039",2013,6,27,-100.2463334,54.8606819
"S14836446",2013,6,26,-100.0833609,54.5926242
"S14836447",2013,6,27,-99.7790209,54.8645785
"S14836448",2013,6,27,-99.780758,54.9544357
"S14836445",2013,6,26,-100.2380891,54.5911404
"S19010287",2014,6,28,-99.2991169,53.1590001
"S19348984",2014,6,30,-99.2991169,53.1590001
"S19348981",2014,6,28,-99.2991169,53.1590001
"S19090125",2014,6,30,-100.8099461,54.5938979
"S19477698",2014,6,26,-99.3926926,55.4865723
"S19477700",2014,6,26,-99.3875961,55.4900589
"S19477165",2014,6,15,-100.8697281,54.5886765
"S19477194",2014,6,15,-100.8813171,54.5882607
"S19477196",2014,6,15,-100.9036179,54.5879669
"S19477197",2014,6,15,-100.9037323,54.5870209
"S19477334",2014,6,18,-100.6707611,55.4905052
"S19477198",2014,6,15,-100.902359,54.5924187
"S19477201",2014,6,15,-100.902504,54.5951767
"S19477682",2014,6,25,-99.6210403,55.5064583
"S19477203",2014,6,15,-100.9119186,54.5953674
"S19477684",2014,6,25,-99.6213226,55.5009575
"S19477206",2014,6,15,-100.9122849,54.5899696
"S19477685",2014,6,25,-99.6212463,55.4981995
"S19477210",2014,6,15,-100.9086533,54.5857391
"S19477725",2014,6,28,-99.076561,55.4724426
"S19477726",2014,6,28,-99.0731354,55.4743958
"S19477729",2014,6,28,-99.0710297,55.4820976
"S19477288",2014,6,20,-100.4507065,55.3636055
"S19349564",2014,7,4,-99.0007858,53.7057152
"S19349641",2014,7,8,-99.4697418,53.0826607
"S19349570",2014,7,4,-99.0078964,53.7232056
"S19349575",2014,7,4,-99.0030289,53.718586
"S19349576",2014,7,4,-99.0129013,53.7285614
"S19349577",2014,7,4,-98.9993973,53.7154923
"S19348997",2014,7,4,-99.001303,53.71063
"S19349015",2014,7,10,-99.2991169,53.1590001
"S19348999",2014,7,4,-98.9993939,53.7154927
"S19349010",2014,7,8,-99.5969742,53.0679858
"S19348996",2014,7,3,-98.9878527,53.6980727
"S19477870",2014,7,14,-98.8746414,53.0262337
"S19477671",2014,7,4,-98.9850617,53.7873001
"S19477871",2014,7,14,-98.8732452,53.0235786
"S19477367",2014,7,9,-101.5411447,53.1322568
"S19477873",2014,7,14,-98.8794251,53.0264969
"S19477874",2014,7,14,-98.8797302,53.0293579
